fecha/hora,Id. de liquidación,tipo ,Id. del pedido,sku,descripción,cantidad,marketplace,cumplimiento,ciudad del pedido,estado del pedido,código postal del pedido,modelo de recaudación de impuestos,ventas de productos,impuesto de ventas de productos,créditos de envío,impuesto de abono de envío,créditos por envoltorio de regalo,impuesto de créditos de envoltura,Tarifa reglamentaria,Impuesto sobre tarifa reglamentaria,descuentos promocionales,impuesto de reembolsos promocionales,impuesto de retenciones en la plataforma,tarifas de venta,tarifas fba,tarifas de otra transacción,otro,total
2023-12-21 07:39:41,19291986201,Pedido,702-5587351-0889060,PT0022-MX,"FUEGO AZTECA | 6-Pack Nutty & Picante Mini - Salsa Gourmet Premium: mezcla fina de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Mor",1,amazon.com.mx,Vendedor,CIUDAD DE MEXICO,CIUDAD DE MEXICO,3720,MarketplaceFacilitator,332,0,50.12,0,0,0,0,0,0,0,0,-57.32,0,0,0,324.8
2023-12-21 11:21:06,19291986201,Pedido,702-9845362-4948251,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: pulpa de Mango Ataulfo con chile Habanero y Aceite de Oliva virgen - sólo Ingredientes Naturales - fra,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,10100,MarketplaceFacilitator,152,0,0,0,0,0,0,0,0,0,0,-12.16,-61.93,0,0,77.91
2023-12-22 11:46:03,19291986201,Tarifa de inventario FBA,,,Cargos por transporte de envíos a Amazon ,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.93,-214.93
2023-12-26 07:39:19,19291986201,Pedido,701-2819471-3377050,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium con Aceite de Oliva virgen: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de,1,amazon.com.mx,Amazon,Loma Bonita,Oaxaca,68405,MarketplaceFacilitator,382,0,0,0,0,0,0,0,0,0,0,-57.3,-73.89,0,0,250.81
2023-12-26 14:52:32,19387382811,Pedido,701-2049321-2859427,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium con Aceite de Oliva virgen: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,5330,MarketplaceFacilitator,382,0,0,0,0,0,0,0,0,0,0,-57.3,-73.89,0,0,250.81
2023-12-26 21:27:29,19387382811,Pedido,702-2763350-5082638,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,CIUDAD SANTA CATARINA,NUEVO LEON,66368,MarketplaceFacilitator,269,0,0,0,0,0,0,0,0,0,0,-21.52,-68.86,0,0,178.62
2023-12-27 10:25:26,19387382811,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2800.66,-2800.66
2023-12-29 12:48:21,19387382811,Ajuste,,PT0009,Reembolso de inventario de Logística de Amazon (ajuste general),6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1902.3,-1902.3
2023-12-30 16:26:20,19387382811,Pedido,702-6026370-2793834,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium con Aceite de Oliva virgen: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de,1,amazon.com.mx,Amazon,EL PUEBLITO,QUERETARO,76903,MarketplaceFacilitator,404.1,0,0,0,0,0,0,0,-80.82,0,0,-48.49,-73.89,0,0,200.9
2023-12-31 21:13:30,19387382811,Tarifa de inventario FBA,,,Tarifa por papel burbuja,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-31 21:13:51,19387382811,Tarifa de inventario FBA,,,Tarifa por etiquetado,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
